"GEOID","median_income","family_hh","total_hh","pct_bachelors","pct_vacant","pct_white"
"421010001011",NA,0,0,NA,NA,NA
"421010001012",NA,0,0,NA,NA,NA
"421010001013",NA,0,0,NA,NA,NA
"421010001014",107172,137,831,94.4796380090498,8.78155872667399,78.5588752196837
"421010001015",122917,151,661,95.3459119496855,4.06386066763425,96.8531468531469
"421010001021",95441,187,988,86.3255033557047,15.1202749140893,79.4097920858484
"421010001022",NA,0,0,NA,NA,NA
"421010001023",127230,58,438,92.9347826086957,0,95.0540958268934
"421010001024",178409,72,210,91.8918918918919,0,90.7161803713528
"421010001025",96181,83,397,96.1711711711712,11.1856823266219,91.7647058823529
"421010002001",37727,489,1004,40.4422253922967,1.56862745098039,28.3756345177665
"421010002002",250001,196,672,78.6359077231695,8.07113543091655,78.141592920354
"421010002003",NA,0,66,38.1578947368421,50,30.188679245283
"421010002004",NA,0,0,NA,NA,NA
"421010003001",123011,227,753,79.863813229572,14.722536806342,66.7400881057269
"421010003002",NA,9,170,100,0,34.9056603773585
"421010003003",82469,28,581,92.5874125874126,9.92248062015504,57.2368421052632
"421010003004",101875,34,401,93.348623853211,0,68.5376661742984
"421010003005",113644,174,899,70.7401032702238,0,61.7959183673469
"421010004011",121161,84,577,88.125,20.3038674033149,56.9620253164557
"421010004012",69786,61,444,89.917695473251,6.13107822410148,67.5909878682842
"421010004013",88777,282,1058,70.2064896755162,8.7144089732528,40.0671140939597
"421010004031",NA,0,0,NA,NA,NA
"421010004032",187743,249,698,79.8219584569733,13.6138613861386,80.4971319311664
"421010004041",92683,131,624,55.7717250324254,11.3636363636364,79.3893129770992
"421010004042",95536,223,1049,72.2265932336743,28.8813559322034,85.1094890510949
"421010004043",104439,91,490,75.6388415672913,9.59409594095941,67.0713201820941
"421010005001",50304,21,479,57.1694599627561,17.1280276816609,44.5966514459665
"421010005002",NA,0,0,NA,NA,NA
"421010005003",95959,104,750,96.7875647668394,1.96078431372549,49.2944496707432
"421010005004",57796,88,251,15.1988636363636,19.2926045016077,33.969465648855
"421010006001",147183,192,770,91.3967611336032,12.9943502824859,59.7612958226769
"421010006002",116528,36,418,94.010889292196,37.5186846038864,84.2565597667638
"421010007011",129522,54,363,80.6896551724138,11.6788321167883,89.1170431211499
"421010007012",NA,79,344,73.0769230769231,18.2897862232779,85.2941176470588
"421010007013",78750,130,805,90.8021390374332,15.4411764705882,72.5114155251142
"421010007021",62800,136,450,57.4043261231281,16.9741697416974,74.0322580645161
"421010007022",68214,70,996,95.8904109589041,13.6915077989601,42.8773919206237
"421010008011",39731,65,325,100,0,62.5678119349005
"421010008012",204375,347,665,93.6936936936937,19.0997566909976,77.9019776440241
"421010008031",67819,71,542,77.5544388609715,8.13559322033898,79.0582403965304
"421010008032",72321,267,622,77.6086956521739,8.66372980910426,88.294930875576
"421010008033",155438,219,627,89.7347174163783,10.1719197707736,75.0544662309368
"421010008034",106641,186,547,92.8370786516854,14.2633228840125,82.3376623376623
"421010008051",69690,228,1491,88.2018927444795,14.3103448275862,73.4478935698448
"421010008052",207932,156,405,86.4864864864865,28.9473684210526,79.9435028248588
"421010008061",133488,216,918,74.9338040600176,13.7218045112782,88.5448916408669
"421010008062",215729,110,755,94.50441609421,19.8513800424628,66.5402843601896
"421010009011",60096,262,871,75.1497005988024,14.8582600195503,59.1018444266239
"421010009012",47037,29,726,80.8781869688385,13.0538922155689,49.6590909090909
"421010009021",77188,350,878,60.8763693270736,10.4081632653061,68.134328358209
"421010009022",94792,188,489,76.7175572519084,5.41586073500967,69.2867540029112
"421010010011",165917,103,501,88.6515353805073,9.72972972972973,93.469387755102
"421010010012",NA,0,0,NA,NA,NA
"421010010013",101442,473,1240,77.9478458049887,13.588850174216,88.1263616557734
"421010010021",104236,226,1161,80.1404853128991,14.9450549450549,90.6385616862988
"421010010022",221250,190,348,85.3503184713376,17.7304964539007,100
"421010010023",NA,0,0,0,NA,34.4827586206897
"421010010024",174583,201,715,94.8220064724919,8.45070422535211,73.2876712328767
"421010011011",119761,134,459,77.2657450076805,0,79.4736842105263
"421010011012",61250,164,890,59.5727198027938,2.09020902090209,64.1252552756978
"421010011013",44059,414,878,82.1882951653944,0,43.5251798561151
"421010011014",73587,31,312,78.3783783783784,0,66.2962962962963
"421010011021",112473,481,1003,92.6092544987146,6.4365671641791,76.8392370572207
"421010011022",NA,70,273,96.4187327823691,12.779552715655,84.6753246753247
"421010011023",250001,191,308,90.9262759924386,4.34782608695652,67.5675675675676
"421010012011",145234,150,377,94.1299790356394,0,88.2352941176471
"421010012012",195066,187,485,80.0619834710744,27.6119402985075,86.6231647634584
"421010012013",133221,169,583,91.0227272727273,7.1656050955414,76.008064516129
"421010012014",107313,238,649,89.8876404494382,3.70919881305638,86.5683865683866
"421010012031",101250,151,707,93.0998970133883,1.25698324022346,85.58476881233
"421010012032",137283,132,482,87.7384196185286,7.66283524904215,87.9487179487179
"421010012041",72156,255,951,91.8891170431211,5.65476190476191,79.21875
"421010012042",138100,185,552,82.2538860103627,12.241653418124,84.765625
"421010012043",109107,204,545,83.4619625137817,24.5152354570637,92.2270742358079
"421010013011",201339,266,481,95.945945945946,14.2602495543672,84.968496849685
"421010013012",NA,215,302,37.2997711670481,15.8774373259053,23.7160120845921
"421010013021",65655,21,379,89.238845144357,26.8339768339768,89.8876404494382
"421010013022",99488,197,421,91.2596401028278,4.31818181818182,94.5754716981132
"421010013023",120713,284,413,80.8184143222506,14.1372141372141,78.6608260325407
"421010013024",173375,368,767,86.7421180274859,11.1239860950174,74.169741697417
